-0.0151000000000000	-0.0186000000000000	-0.000999900166716607
-0.929800000000000	-0.0396000000000000	0.0227996956765296
-1.93240000000000	-0.0301000000000000	-0.00459955622742956
-2.90510000000000	0.0444000000000000	-0.0454019805022875
-3.91850000000000	0.0493000000000000	-0.0456021274996326
-4.88610000000000	0.0584000000000000	-0.0329993911366887
-5.91080000000000	0.0657000000000000	-0.0333995315981253
-6.89780000000000	0.0581000000000000	-0.0490000175700193
-7.89810000000000	0.0439000000000000	-0.0456021274996326
-8.92780000000000	0.0504000000000000	-0.0143990577823238
-9.91400000000000	0.0521000000000000	-0.0256002364917501
0.00500000000000000	-0.983200000000000	-0.00259974293020602
-0.972700000000000	-1.00180000000000	-0.00519950344150565
-1.95140000000000	-0.984500000000000	0.00819927192037674
-2.94220000000000	-0.996000000000000	-0.0223996335173079
-3.95890000000000	-0.973500000000000	-0.0163990953185420
-4.94850000000000	-0.980300000000000	-0.0276007443464170
-5.94050000000000	-0.984900000000000	-0.00179982097229060
-6.96350000000000	-0.976700000000000	-0.0159990828190183
-7.95930000000000	-0.958900000000000	0.000199980001333733
-8.94770000000000	-0.968500000000000	-0.0233997957738322
-9.98560000000000	-0.927200000000000	-0.0101991569155319
0.0142000000000000	-1.98080000000000	0.0107991300076297
-0.947600000000000	-1.98970000000000	-0.00979917690786602
-1.92370000000000	-2.00180000000000	-0.0291983109427053
-2.95630000000000	-1.96610000000000	-0.0278008010693305
-3.94960000000000	-1.96050000000000	-0.0197993139679384
-4.94270000000000	-1.96160000000000	-0.0295984038463789
-5.92140000000000	-1.97370000000000	-0.0145990588117539
-6.98660000000000	-1.95840000000000	-0.0241999423749379
-7.98340000000000	-1.94400000000000	-0.0181991849628944
-8.95570000000000	-1.93430000000000	-0.0272006342030760
-9.98110000000000	-1.90700000000000	-0.0307987112210188
-0.0214000000000000	-3.01680000000000	-0.0225996641450140
-0.945400000000000	-3.01670000000000	-0.0121990827186001
-1.93480000000000	-3.00950000000000	-0.0155990728796071
-2.97470000000000	-2.99350000000000	-0.0165991025483364
-3.98670000000000	-2.98870000000000	-0.0229997281198446
-4.96250000000000	-2.96000000000000	0.00119988028808626
-5.95760000000000	-2.96400000000000	-0.00119988028808626
-6.94780000000000	-2.97100000000000	-0.0183991984566665
-7.96560000000000	-2.98140000000000	-0.0237998671708925
-8.93080000000000	-2.96980000000000	-0.0171991282537995
-9.96640000000000	-2.97370000000000	-0.00459955622742956
0.0206000000000000	-3.99890000000000	-0.00339966655260877
-0.999700000000000	-3.99540000000000	-0.00299970450133759
-1.99150000000000	-3.98370000000000	-0.0191992598714120
-2.99660000000000	-3.96540000000000	-0.0248000624589019
-3.96400000000000	-3.94100000000000	-0.0311988234466491
-5.02400000000000	-3.92780000000000	-0.0157990775332968
-5.98380000000000	-3.95550000000000	-0.0307987112210188
-6.98800000000000	-3.98160000000000	-0.0356004013218568
-7.97470000000000	-3.96790000000000	-0.00239976230468708
-9.00780000000000	-3.96540000000000	0.0231997614829490
-9.98040000000000	-3.94740000000000	-0.0458022763188253
0.00990000000000000	-4.98420000000000	-0.0185992126864102
-1.00570000000000	-5.00250000000000	-0.0243999814245516
-1.99160000000000	-5.01470000000000	-0.0221996037854210
-2.98630000000000	-5.00010000000000	-0.0352002306938619
-3.95830000000000	-4.99440000000000	-0.0297984520697334
-4.98320000000000	-4.97590000000000	-0.0159990828190183
-5.98380000000000	-4.96250000000000	-0.00899922153349165
-6.99660000000000	-4.94960000000000	-0.00319968546295464
-7.97200000000000	-4.94700000000000	-0.0115991002168656
-8.98250000000000	-4.94980000000000	-0.00339966655260877
-9.96770000000000	-4.94680000000000	-0.0325992559526696
-0.0430000000000000	-5.97680000000000	-0.00399961066981485
-1.09430000000000	-5.99750000000000	-0.0520026437752311
-2.05180000000000	-5.96510000000000	-0.0173991381876324
-3.05350000000000	-5.94570000000000	-0.0376013411205497
-4.04910000000000	-5.96360000000000	-0.0458022763188253
-5.02810000000000	-5.95310000000000	-0.0386018668757201
-5.99280000000000	-5.94750000000000	-0.0143990577823238
-7.03710000000000	-5.93240000000000	0.0105991385555175
-8.05940000000000	-5.93610000000000	0.0125990734801269
-9.02030000000000	-5.94900000000000	0.0107991300076297
-10.0225000000000	-5.95110000000000	-0.0380015468584987
