 1395651250.558077713 , 012.02 007.67 004.95 015.33 000.00 000.00 004.95 006.23 
 1395651250.657895228 , 000.00 007.48 004.97 015.78 000.00 000.00 004.75 005.85 
 1395651250.757746824 , 012.82 007.53 005.06 013.60 000.00 000.00 004.75 006.03 
 1395651250.858355985 , 011.91 007.14 004.98 014.19 000.00 000.00 004.99 005.92 
 1395651250.912252503 , 000.00 007.84 004.78 013.07 000.00 000.00 004.87 006.15 
 1395651251.58623279 , 011.92 007.75 005.10 012.82 000.00 000.00 004.82 006.07 
 1395651251.158414742 , 000.00 000.00 004.78 013.30 000.00 000.00 005.15 006.37 
 1395651251.258316065 , 012.57 007.21 005.04 015.11 000.00 000.00 004.92 005.98 
 1395651251.357907497 , 000.00 007.65 005.25 015.23 000.00 000.00 005.07 006.00 
 1395651251.457751202 , 012.56 007.56 004.92 014.91 000.00 000.00 004.74 006.06 
 1395651251.558654047 , 000.00 000.00 004.74 015.07 000.00 000.00 004.51 006.26 
 1395651251.658572127 , 000.00 007.39 004.95 014.84 000.00 000.00 004.47 006.34 
 1395651251.758506135 , 000.00 007.83 005.00 015.03 000.00 000.00 004.81 006.37 
 1395651251.858132840 , 000.00 007.39 004.87 013.45 000.00 000.00 004.77 006.34 
 1395651251.957935688 , 000.00 007.49 004.84 013.87 000.00 000.00 004.43 006.56 
 1395651252.57733084 , 012.53 007.24 004.66 013.67 000.00 000.00 004.59 006.26 
 1395651252.158608552 , 000.00 007.29 005.07 013.55 000.00 000.00 004.86 006.29 
 1395651252.258481866 , 000.00 007.62 004.73 015.44 000.00 000.00 005.02 006.34 
 1395651252.358330874 , 013.31 007.43 004.87 013.46 000.00 000.00 004.73 006.00 
 1395651252.458208242 , 000.00 000.00 005.10 013.78 000.00 000.00 004.72 006.18 
 1395651252.558020100 , 000.00 007.47 004.95 013.92 000.00 000.00 004.49 006.11 
 1395651252.659875299 , 000.00 000.00 004.77 013.22 000.00 000.00 004.79 006.05 
 1395651252.758760498 , 000.00 007.57 005.23 014.06 000.00 000.00 004.69 006.14 
 1395651252.907972698 , 000.00 000.00 005.27 014.01 000.00 000.00 004.77 006.03 
 1395651253.7874298 , 000.00 007.90 005.04 013.91 000.00 000.00 004.51 006.06 
 1395651253.108756751 , 000.00 000.00 004.64 013.81 000.00 000.00 004.93 006.11 
 1395651253.208633978 , 000.00 000.00 004.74 012.77 000.00 000.00 004.61 005.85 
 1395651253.308508478 , 000.00 008.04 004.55 013.31 000.00 000.00 004.46 006.30 
 1395651253.408380464 , 000.00 000.00 004.83 013.90 000.00 000.00 004.61 006.19 
 1395651253.558735970 , 000.00 007.34 004.65 013.14 000.00 000.00 004.56 006.10 
 1395651253.658614800 , 000.00 000.00 004.97 013.51 000.00 000.00 004.96 006.05 
 1395651253.758484763 , 000.00 000.00 000.00 012.91 000.00 000.00 004.42 006.27 
 1395651253.859002577 , 000.00 007.59 004.78 013.60 000.00 000.00 004.63 006.09 
 1395651253.957799633 , 000.00 007.61 004.75 014.84 000.00 000.00 004.47 006.10 
 1395651254.107920123 , 000.00 000.00 004.96 014.16 000.00 000.00 004.61 006.00 
 1395651254.207860413 , 000.00 007.57 005.09 014.67 000.00 000.00 004.61 006.21 
 1395651254.308756627 , 000.00 007.81 005.18 014.76 000.00 000.00 004.56 006.12 
 1395651254.408692241 , 000.00 007.62 004.84 013.64 000.00 000.00 004.88 006.23 
 1395651254.508567160 , 000.00 000.00 005.00 015.27 000.00 000.00 004.66 006.24 
 1395651254.608438517 , 000.00 007.26 005.16 014.74 000.00 000.00 004.59 006.25 
 1395651254.708253936 , 000.00 007.61 004.91 014.34 000.00 000.00 004.55 005.97 
 1395651254.808051333 , 000.00 000.00 004.95 015.04 000.00 000.00 004.56 006.24 
 1395651254.910251553 , 000.00 007.43 004.91 013.80 000.00 000.00 004.54 006.19 
 1395651255.8061544 , 000.00 007.40 004.82 015.49 000.00 000.00 004.48 005.93 
 1395651255.111127026 , 011.41 007.32 005.04 015.48 000.00 000.00 004.43 006.21 
 1395651255.207989340 , 011.69 007.77 004.95 014.52 000.00 000.00 004.77 005.86 
 1395651255.358407909 , 000.00 000.00 005.06 014.40 000.00 000.00 004.73 005.85 
 1395651255.458285908 , 000.00 007.36 004.96 014.53 000.00 000.00 004.61 006.40 
 1395651255.558082953 , 012.37 007.74 004.87 014.44 000.00 000.00 004.92 006.29 
 1395651255.758680459 , 000.00 007.66 004.98 014.59 000.00 000.00 004.65 006.28 
 1395651255.858559292 , 000.00 007.43 004.99 013.78 000.00 000.00 004.68 006.43 
 1395651256.242363054 , 000.00 007.40 005.37 000.00 000.00 000.00 004.74 006.14 
 1395651256.392781555 , 000.00 000.00 004.96 013.65 000.00 000.00 004.58 006.39 
 1395651256.492552345 , 000.00 007.75 005.21 013.92 000.00 000.00 004.50 005.93 
 1395651256.593394355 , 012.24 007.62 004.91 014.17 000.00 000.00 004.73 005.85 
 1395651256.693261664 , 000.00 007.59 004.86 014.18 000.00 000.00 004.56 006.00 
 1395651256.793105022 , 000.00 000.00 004.90 014.84 000.00 000.00 004.56 006.29 
 1395651256.892881676 , 000.00 000.00 004.84 014.00 000.00 000.00 004.46 006.21 
 1395651256.992652531 , 000.00 007.44 004.67 013.82 000.00 000.00 004.72 006.33 
 1395651257.95618070 , 000.00 007.70 004.89 000.00 000.00 000.00 004.42 006.05 
 1395651257.242702069 , 000.00 007.21 005.02 013.48 000.00 000.00 004.63 006.14 
 1395651257.343551483 , 000.00 007.54 004.79 014.82 000.00 000.00 004.79 006.31 
 1395651257.443398608 , 000.00 007.46 004.97 013.66 000.00 000.00 004.66 005.98 
 1395651257.543234697 , 000.00 007.53 004.98 013.51 000.00 000.00 004.42 005.97 
 1395651257.642999338 , 000.00 007.59 005.01 000.00 000.00 000.00 004.66 006.08 
 1395651257.742912116 , 000.00 000.00 004.64 013.87 000.00 000.00 004.50 006.24 
 1395651257.893405971 , 000.00 007.70 004.95 014.23 000.00 000.00 004.83 005.96 
 1395651257.993462622 , 000.00 007.25 005.32 013.52 000.00 000.00 004.77 006.05 
 1395651258.93465703 , 000.00 000.00 004.87 013.96 000.00 000.00 004.64 005.92 
 1395651258.193468290 , 000.00 000.00 005.05 013.76 000.00 000.00 004.75 006.06 
 1395651258.293465925 , 000.00 007.62 005.15 013.41 000.00 000.00 004.56 006.26 
 1395651258.393465863 , 000.00 007.56 004.77 012.99 000.00 000.00 004.64 006.36 
 1395651258.493475371 , 000.00 007.36 004.61 013.59 000.00 000.00 004.51 006.39 
 1395651258.593474677 , 012.11 007.62 004.58 014.20 000.00 000.00 004.43 006.34 
 1395651258.693478663 , 000.00 007.49 004.79 013.51 000.00 000.00 004.75 006.34 
 1395651258.793479160 , 000.00 007.51 004.56 015.00 000.00 000.00 004.70 006.49 
 1395651258.896370036 , 000.00 007.42 004.88 014.26 000.00 000.00 004.65 006.47 
 1395651258.994247777 , 000.00 007.70 004.96 014.23 000.00 000.00 004.68 006.00 
 1395651259.143567534 , 000.00 007.64 005.16 014.56 000.00 000.00 004.56 005.96 
 1395651259.243540652 , 000.00 007.32 004.81 013.43 000.00 000.00 004.70 006.28 
 1395651259.343513840 , 000.00 007.71 005.00 014.63 000.00 000.00 004.42 006.10 
 1395651259.443503929 , 000.00 007.74 004.87 000.00 000.00 000.00 004.63 006.06 
 1395651259.543471531 , 000.00 007.69 004.82 014.03 000.00 000.00 004.60 006.15 
 1395651259.643441225 , 000.00 000.00 004.92 014.15 000.00 000.00 004.69 006.05 
 1395651259.743414202 , 000.00 007.91 004.98 015.35 000.00 000.00 004.68 006.12 
 1395651259.843412814 , 000.00 000.00 004.66 015.26 000.00 000.00 004.69 006.33 
 1395651259.946620211 , 000.00 007.81 005.22 014.37 000.00 000.00 004.69 006.39 
 1395651260.43502502 , 000.00 007.52 004.88 013.19 000.00 000.00 004.60 005.96 
 1395651260.193008179 , 000.00 007.72 004.88 014.60 000.00 000.00 004.47 006.12 
 1395651260.292987162 , 000.00 000.00 004.87 013.95 000.00 000.00 004.32 006.05 
 1395651260.392941562 , 000.00 007.21 004.92 013.46 000.00 000.00 004.78 006.15 
 1395651260.492795811 , 000.00 007.62 005.18 013.65 000.00 000.00 004.65 005.94 
 1395651260.592645033 , 000.00 007.65 004.83 013.24 000.00 000.00 004.70 006.14 
 1395651260.693562541 , 000.00 007.10 005.16 013.41 000.00 000.00 004.59 006.12 
 1395651260.793476086 , 000.00 007.26 005.02 013.77 000.00 000.00 004.61 006.06 
 1395651260.893401923 , 000.00 007.84 004.81 014.28 000.00 000.00 004.57 005.77 
 1395651260.993873221 , 000.00 007.54 004.82 014.97 000.00 000.00 004.81 006.37 
 1395651261.92724404 , 013.16 007.57 005.00 014.43 000.00 000.00 004.46 005.98 
 1395651261.192574812 , 012.00 007.19 004.97 013.66 000.00 000.00 004.58 006.14 
 1395651261.293478844 , 000.00 000.00 004.77 015.41 000.00 000.00 004.61 005.73 
 1395651261.442773530 , 000.00 007.42 004.82 013.81 000.00 000.00 000.00 006.23 
 1395651261.542595721 , 000.00 007.67 004.83 014.95 000.00 000.00 004.54 006.14 
 1395651261.643561073 , 000.00 007.34 005.03 014.09 000.00 000.00 004.32 006.04 
 1395651261.743457154 , 013.55 007.71 005.09 013.55 000.00 000.00 004.51 006.00 
 1395651261.843354426 , 000.00 007.68 004.58 014.06 000.00 000.00 004.36 005.99 
 1395651261.943262239 , 000.00 007.56 004.84 013.47 000.00 000.00 004.36 006.07 
 1395651262.43085130 , 000.00 007.53 004.84 013.54 000.00 000.00 004.41 006.07 
 1395651262.443200188 , 000.00 000.00 004.88 014.06 000.00 000.00 004.73 006.17 
 1395651262.593405325 , 000.00 000.00 005.21 015.18 000.00 000.00 004.58 006.22 
 1395651262.694338408 , 000.00 007.80 004.88 015.89 000.00 000.00 004.56 006.39 
 1395651262.794282963 , 012.41 007.76 004.68 015.04 000.00 000.00 004.41 006.20 
 1395651262.894096142 , 000.00 007.70 004.87 015.46 000.00 000.00 004.93 006.07 
 1395651262.993905907 , 000.00 007.75 004.60 015.39 000.00 000.00 004.55 005.97 
 1395651263.93696384 , 011.96 007.83 004.98 015.34 000.00 000.00 004.56 006.46 
 1395651263.193488894 , 000.00 007.50 005.13 015.24 000.00 000.00 004.55 006.18 
 1395651263.294394745 , 012.66 007.93 005.29 015.79 000.00 000.00 004.68 006.27 
 1395651263.394142836 , 000.00 007.71 004.96 015.74 000.00 000.00 004.64 006.14 
 1395651263.544222183 , 000.00 000.00 004.78 015.47 000.00 000.00 004.56 006.07 
 1395651263.644069307 , 000.00 007.61 004.88 000.00 000.00 000.00 004.50 005.88 
 1395651263.743839328 , 013.07 007.93 004.82 016.26 000.00 000.00 004.51 006.16 
 1395651263.843692529 , 000.00 007.75 004.86 016.33 000.00 000.00 004.42 006.28 
 1395651263.944418605 , 000.00 007.83 004.88 015.86 000.00 000.00 004.88 006.30 
 1395651264.44270058 , 000.00 007.29 004.95 015.20 000.00 000.00 004.52 005.84 
 1395651264.145499136 , 000.00 000.00 005.14 000.00 000.00 000.00 004.83 005.97 
 1395651264.293828541 , 000.00 007.79 005.09 015.64 000.00 000.00 004.58 006.37 
 1395651264.345370846 , 011.87 007.40 004.91 015.76 000.00 000.00 004.44 006.16 
