 1395646814.998764505 , 022.93 005.51 011.58 000.00 024.59 000.00 005.29 002.74 
 1395646815.97753008 , 022.79 005.60 010.95 000.00 024.39 000.00 005.55 002.95 
 1395646815.194824843 , 023.33 005.56 010.86 000.00 024.31 000.00 005.61 002.78 
 1395646815.294934993 , 023.53 005.42 011.19 000.00 024.69 000.00 005.28 003.14 
 1395646815.395019082 , 022.76 005.72 011.20 000.00 024.63 000.00 005.10 003.19 
 1395646815.495185803 , 024.12 005.60 011.33 000.00 024.85 000.00 005.57 003.10 
 1395646815.549376640 , 024.21 005.61 011.01 000.00 024.57 000.00 005.89 002.44 
 1395646815.645469583 , 024.44 005.34 011.06 000.00 024.53 000.00 005.24 002.79 
 1395646815.745264396 , 024.49 005.51 010.62 000.00 024.72 000.00 005.30 002.62 
 1395646815.845366926 , 024.75 005.52 010.77 022.81 024.62 000.00 005.56 003.08 
 1395646815.894923929 , 024.27 005.64 010.65 022.65 024.49 000.00 005.20 002.73 
 1395646815.995015359 , 024.57 005.47 010.37 023.03 024.42 000.00 005.11 003.25 
 1395646816.45654410 , 024.87 005.68 010.99 022.93 024.31 000.00 005.48 002.92 
 1395646816.144730069 , 025.04 005.30 010.95 023.11 023.98 000.00 005.41 003.22 
 1395646816.195374074 , 024.95 005.56 010.64 022.77 024.26 000.00 005.41 002.63 
 1395646816.295489113 , 024.94 005.41 010.96 000.00 024.20 000.00 005.43 002.93 
 1395646816.395610992 , 024.83 005.34 010.83 023.06 024.14 000.00 005.42 003.41 
 1395646816.445242928 , 024.67 005.59 010.84 023.31 024.18 000.00 005.63 002.72 
 1395646816.497753662 , 024.90 005.66 010.52 022.84 023.91 000.00 005.66 002.71 
 1395646816.594843102 , 024.78 005.27 010.54 000.00 024.35 000.00 005.31 002.68 
 1395646816.694934805 , 024.93 005.73 010.72 022.94 023.98 000.00 005.75 003.03 
 1395646816.745555703 , 025.04 005.69 010.83 022.99 024.27 000.00 005.16 002.71 
 1395646816.845700771 , 024.95 005.51 010.77 022.35 024.02 000.00 005.78 002.87 
 1395646816.895315807 , 024.92 005.75 010.73 022.17 024.12 000.00 005.50 002.92 
 1395646816.995462618 , 025.05 005.73 010.66 021.63 024.08 000.00 005.55 003.05 
 1395646817.45013956 , 025.12 005.52 010.72 022.60 024.09 000.00 005.74 003.07 
 1395646817.145193602 , 024.94 005.55 010.72 021.63 024.12 000.00 005.29 003.04 
 1395646817.194770439 , 024.87 005.42 010.99 022.90 024.14 000.00 005.20 003.33 
 1395646817.294881773 , 024.60 005.84 010.63 022.40 024.22 000.00 005.05 003.23 
 1395646817.394946102 , 024.49 005.59 010.82 022.85 024.13 000.00 005.65 003.09 
 1395646817.445594721 , 023.62 005.59 010.91 022.16 024.21 000.00 005.64 002.92 
 1395646817.544684068 , 024.44 005.38 010.74 000.00 024.34 000.00 005.70 002.76 
 1395646817.856625554 , 024.30 005.15 010.78 022.44 024.50 000.00 005.63 002.79 
 1395646817.907151604 , 024.69 005.08 010.82 022.71 024.62 000.00 005.37 002.82 
 1395646817.962628001 , 024.59 005.36 010.74 022.60 024.55 000.00 005.18 002.71 
 1395646818.57769147 , 024.72 005.37 010.99 000.00 024.55 000.00 005.94 002.86 
 1395646818.156857793 , 024.50 005.12 010.82 000.00 024.64 000.00 005.73 002.92 
 1395646818.211381836 , 024.95 005.20 010.68 022.57 024.73 000.00 005.42 003.01 
 1395646818.307498041 , 025.00 005.47 010.86 000.00 024.72 000.00 005.13 002.78 
