 1395648178.369661639 , 015.82 005.30 007.48 000.00 028.98 020.48 007.08 003.92 
 1395648178.469477681 , 000.00 005.30 007.38 000.00 029.14 019.83 007.00 004.34 
 1395648178.569251332 , 000.00 005.73 007.47 000.00 029.33 020.57 007.24 004.06 
 1395648178.619716969 , 015.60 005.15 007.34 000.00 029.05 020.06 007.26 004.23 
 1395648178.719479306 , 017.91 005.24 007.31 000.00 029.28 020.22 007.34 003.87 
 1395648178.771770803 , 016.85 005.11 007.56 000.00 028.69 020.29 007.40 004.32 
 1395648178.868694369 , 000.00 004.97 007.65 000.00 028.76 020.46 007.40 004.07 
 1395648178.920645322 , 015.13 005.10 007.71 000.00 029.02 020.64 007.19 003.97 
 1395648179.19663638 , 015.09 005.28 007.34 000.00 029.03 020.65 006.92 004.04 
 1395648179.119650375 , 013.97 004.77 007.49 000.00 029.26 020.79 007.34 003.61 
 1395648179.169046111 , 000.00 005.31 007.56 000.00 028.89 020.78 007.51 004.41 
 1395648179.268943381 , 000.00 005.23 007.49 000.00 028.88 020.74 007.31 004.14 
 1395648179.319417750 , 014.56 004.68 007.40 000.00 028.80 020.70 006.95 003.95 
 1395648179.419300074 , 015.35 005.43 007.56 000.00 029.25 020.70 007.22 004.10 
 1395648179.468831159 , 014.90 005.27 007.24 000.00 029.24 020.58 007.37 004.26 
 1395648179.568746523 , 013.98 005.33 007.23 000.00 028.90 020.59 007.21 004.11 
 1395648179.619182056 , 014.38 005.07 007.31 000.00 029.05 020.66 007.33 004.13 
 1395648179.718894176 , 013.60 005.59 007.52 000.00 029.15 020.37 007.31 004.15 
 1395648179.769481058 , 014.70 004.82 007.84 000.00 028.99 020.69 007.28 003.72 
 1395648179.869373788 , 015.09 005.11 007.56 000.00 029.13 020.60 007.22 004.10 
 1395648179.918754227 , 015.23 005.06 007.39 000.00 028.78 020.60 007.20 004.21 
 1395648180.19726985 , 013.74 005.41 007.66 000.00 029.26 020.50 006.98 003.76 
 1395648180.69370240 , 014.06 005.14 007.75 000.00 000.00 020.60 007.08 003.77 
 1395648180.169139140 , 015.50 005.14 007.38 000.00 028.71 020.91 007.34 004.10 
 1395648180.269044162 , 000.00 005.22 007.80 000.00 029.10 020.28 007.62 004.18 
 1395648180.319483885 , 000.00 004.97 007.38 000.00 028.69 020.78 006.99 004.00 
 1395648180.419382694 , 000.00 005.23 007.32 000.00 028.71 020.73 007.28 004.35 
 1395648180.519272492 , 013.85 005.02 007.57 000.00 028.52 020.53 007.34 003.79 
 1395648180.568798903 , 013.47 004.88 007.43 000.00 029.03 021.00 007.21 003.63 
 1395648180.669628205 , 012.27 004.83 007.95 000.00 028.57 020.92 007.11 003.96 
 1395648180.719072064 , 013.92 005.29 007.60 000.00 029.02 020.77 007.56 003.95 
 1395648180.819042948 , 013.14 005.32 007.86 000.00 028.55 020.53 006.80 003.99 
 1395648180.869644913 , 013.21 005.06 007.19 000.00 028.51 020.65 007.26 004.08 
 1395648180.969610417 , 013.33 004.97 007.38 000.00 028.39 020.69 007.31 004.04 
 1395648181.19020678 , 012.66 004.92 007.43 000.00 028.75 020.55 006.84 004.33 
 1395648181.72145660 , 014.95 005.14 007.17 000.00 028.87 020.66 007.11 003.60 
 1395648181.168933038 , 013.93 005.00 007.61 000.00 028.92 020.83 007.06 003.94 
 1395648181.559823040 , 012.80 005.38 007.75 000.00 028.89 020.99 007.28 004.10 
 1395648181.660675532 , 013.38 005.07 007.65 000.00 028.57 020.89 007.47 000.00 
