 1395651920.123167537 , 010.17 010.95 007.64 003.60 006.99 002.99 013.66 000.00 
 1395651920.223130182 , 010.31 010.90 007.65 003.58 006.71 003.37 013.67 015.42 
 1395651920.272714561 , 010.19 011.05 007.60 003.62 006.73 002.87 013.93 015.34 
 1395651920.323087866 , 010.19 011.03 007.67 003.60 006.84 003.22 013.51 015.44 
 1395651920.372657785 , 010.35 011.42 007.52 003.53 006.84 003.11 013.88 015.11 
 1395651920.423028225 , 010.46 011.05 007.16 003.79 007.05 003.18 013.75 015.46 
 1395651920.474883703 , 011.35 011.08 007.67 003.31 006.98 002.96 013.96 015.40 
 1395651920.572627348 , 010.53 011.05 007.44 003.88 006.81 003.13 013.82 015.17 
 1395651920.622997232 , 010.50 010.87 007.34 003.80 006.76 003.18 013.75 015.30 
 1395651920.672567359 , 010.36 011.40 007.54 003.87 006.59 003.23 013.89 015.14 
 1395651920.722949189 , 010.28 010.97 007.90 003.96 006.47 002.93 013.67 015.34 
 1395651920.772443331 , 010.29 010.78 007.83 003.77 006.83 002.77 013.66 015.44 
 1395651920.822805948 , 010.22 010.85 007.39 003.92 006.54 003.26 014.01 015.56 
 1395651920.876508521 , 010.45 011.23 007.24 003.69 006.61 003.19 013.84 015.47 
 1395651920.972269508 , 010.25 010.94 007.74 003.81 006.80 003.48 013.80 015.35 
 1395651921.22568295 , 010.31 010.96 007.49 003.76 006.80 003.33 013.77 015.34 
 1395651921.73145745 , 010.11 011.01 007.72 003.80 006.97 003.07 013.80 015.50 
 1395651921.122484003 , 010.24 010.76 007.57 003.68 007.02 002.89 013.83 015.35 
 1395651921.173059078 , 010.27 010.78 007.36 003.35 007.34 003.15 013.87 015.43 
 1395651921.222403693 , 010.26 011.14 007.57 003.72 007.29 003.08 013.89 015.74 
 1395651921.322162401 , 010.50 011.00 007.35 003.83 007.22 003.12 013.77 015.58 
 1395651921.372758983 , 010.46 010.82 007.54 003.68 007.33 003.05 013.87 015.81 
 1395651921.423100998 , 010.32 011.16 007.35 003.49 007.24 003.42 013.71 015.71 
 1395651921.472446242 , 010.50 010.94 007.43 003.76 007.11 002.88 013.94 015.74 
 1395651921.522796988 , 010.32 011.05 007.19 003.55 007.11 003.27 013.59 015.77 
 1395651921.572295604 , 010.46 010.84 007.66 003.74 007.24 003.62 013.94 015.92 
 1395651921.625006354 , 010.38 010.99 007.54 004.01 007.29 003.01 013.71 015.59 
 1395651921.722805244 , 010.42 011.23 007.43 003.75 007.33 003.14 013.66 015.50 
 1395651921.772329699 , 010.31 010.85 007.57 003.95 007.13 003.40 013.86 016.00 
 1395651921.822670248 , 010.40 010.92 007.66 004.01 007.21 003.22 013.87 015.76 
 1395651921.872159922 , 010.24 011.00 007.39 003.73 007.22 003.39 013.79 015.56 
 1395651921.922499984 , 010.35 010.76 007.72 003.77 007.13 003.21 013.66 015.64 
 1395651921.972866862 , 010.37 010.28 007.61 003.42 007.06 002.96 013.79 015.65 
